x,y,Date,Hour,is_anomalous,alert_threshold,anomaly_type
2025-03-25 14:00:00,56,2025-03-25,14,False,64.97666925335606,Normal Usage
2025-03-25 15:00:00,51,2025-03-25,15,False,906.0594083411596,Normal Usage
2025-03-25 16:00:00,54,2025-03-25,16,False,64.06093215483007,Normal Usage
2025-03-25 17:00:00,53,2025-03-25,17,False,1445.9603604752615,Normal Usage
2025-03-25 18:00:00,2092,2025-03-25,18,True,2198.9645210180206,Normal Usage
2025-03-25 19:00:00,51,2025-03-25,19,False,711.8597191126896,Normal Usage
2025-03-25 20:00:00,46,2025-03-25,20,False,52.05023359070943,Normal Usage
2025-03-25 21:00:00,32,2025-03-25,21,False,38.52693265823364,Normal Usage
2025-03-25 22:00:00,30,2025-03-25,22,False,36.174392184011566,Normal Usage
2025-03-25 23:00:00,31,2025-03-25,23,False,35.44222166638872,Normal Usage
2025-03-26 00:00:00,29,2025-03-26,0,False,35.8825705472861,Normal Usage
2025-03-26 01:00:00,30,2025-03-26,1,False,36.70538971576728,Normal Usage
2025-03-26 02:00:00,32,2025-03-26,2,False,39.17137165600636,Normal Usage
2025-03-26 03:00:00,31,2025-03-26,3,False,38.88948975429437,Normal Usage
2025-03-26 04:00:00,31,2025-03-26,4,False,37.09715762238964,Normal Usage
2025-03-26 05:00:00,31,2025-03-26,5,False,37.569636012478384,Normal Usage
2025-03-26 06:00:00,30,2025-03-26,6,False,36.35081562625261,Normal Usage
2025-03-26 07:00:00,39,2025-03-26,7,False,46.56145826550766,Normal Usage
2025-03-26 08:00:00,50,2025-03-26,8,False,62.19506956657839,Normal Usage
2025-03-26 09:00:00,54,2025-03-26,9,False,61.0797077821444,Normal Usage
2025-03-26 10:00:00,52,2025-03-26,10,False,63.61833179398707,Normal Usage
2025-03-26 11:00:00,58,2025-03-26,11,False,64.46536275911781,Normal Usage
2025-03-26 12:00:00,52,2025-03-26,12,False,63.325147987723,Normal Usage
2025-03-26 13:00:00,55,2025-03-26,13,False,62.57862142527722,Normal Usage
2025-03-26 14:00:00,52,2025-03-26,14,False,64.97666925335606,Normal Usage
2025-03-26 15:00:00,58,2025-03-26,15,False,906.0594083411596,Normal Usage
2025-03-26 16:00:00,52,2025-03-26,16,False,64.06093215483007,Normal Usage
2025-03-26 17:00:00,54,2025-03-26,17,False,1445.9603604752615,Normal Usage
2025-03-26 18:00:00,1876,2025-03-26,18,True,2198.9645210180206,Normal Usage
2025-03-26 19:00:00,48,2025-03-26,19,False,711.8597191126896,Normal Usage
2025-03-26 20:00:00,45,2025-03-26,20,False,52.05023359070943,Normal Usage
2025-03-26 21:00:00,32,2025-03-26,21,False,38.52693265823364,Normal Usage
2025-03-26 22:00:00,28,2025-03-26,22,False,36.174392184011566,Normal Usage
2025-03-26 23:00:00,29,2025-03-26,23,False,35.44222166638872,Normal Usage
2025-03-27 00:00:00,28,2025-03-27,0,False,35.8825705472861,Normal Usage
2025-03-27 01:00:00,28,2025-03-27,1,False,36.70538971576728,Normal Usage
2025-03-27 02:00:00,30,2025-03-27,2,False,39.17137165600636,Normal Usage
2025-03-27 03:00:00,30,2025-03-27,3,False,38.88948975429437,Normal Usage
2025-03-27 04:00:00,28,2025-03-27,4,False,37.09715762238964,Normal Usage
2025-03-27 05:00:00,29,2025-03-27,5,False,37.569636012478384,Normal Usage
2025-03-27 06:00:00,30,2025-03-27,6,False,36.35081562625261,Normal Usage
2025-03-27 07:00:00,41,2025-03-27,7,False,46.56145826550766,Normal Usage
2025-03-27 08:00:00,53,2025-03-27,8,False,62.19506956657839,Normal Usage
2025-03-27 09:00:00,50,2025-03-27,9,False,61.0797077821444,Normal Usage
2025-03-27 10:00:00,49,2025-03-27,10,False,63.61833179398707,Normal Usage
2025-03-27 11:00:00,55,2025-03-27,11,False,64.46536275911781,Normal Usage
2025-03-27 12:00:00,50,2025-03-27,12,False,63.325147987723,Normal Usage
2025-03-27 13:00:00,51,2025-03-27,13,False,62.57862142527722,Normal Usage
2025-03-27 14:00:00,54,2025-03-27,14,False,64.97666925335606,Normal Usage
2025-03-27 15:00:00,55,2025-03-27,15,False,906.0594083411596,Normal Usage
2025-03-27 16:00:00,52,2025-03-27,16,False,64.06093215483007,Normal Usage
2025-03-27 17:00:00,50,2025-03-27,17,False,1445.9603604752615,Normal Usage
2025-03-27 18:00:00,1623,2025-03-27,18,True,2198.9645210180206,Normal Usage
2025-03-27 19:00:00,47,2025-03-27,19,False,711.8597191126896,Normal Usage
2025-03-27 20:00:00,46,2025-03-27,20,False,52.05023359070943,Normal Usage
2025-03-27 21:00:00,33,2025-03-27,21,False,38.52693265823364,Normal Usage
2025-03-27 22:00:00,29,2025-03-27,22,False,36.174392184011566,Normal Usage
2025-03-27 23:00:00,29,2025-03-27,23,False,35.44222166638872,Normal Usage
2025-03-28 00:00:00,28,2025-03-28,0,False,35.8825705472861,Normal Usage
2025-03-28 01:00:00,28,2025-03-28,1,False,36.70538971576728,Normal Usage
2025-03-28 02:00:00,30,2025-03-28,2,False,39.17137165600636,Normal Usage
2025-03-28 03:00:00,29,2025-03-28,3,False,38.88948975429437,Normal Usage
2025-03-28 04:00:00,29,2025-03-28,4,False,37.09715762238964,Normal Usage
2025-03-28 05:00:00,28,2025-03-28,5,False,37.569636012478384,Normal Usage
2025-03-28 06:00:00,30,2025-03-28,6,False,36.35081562625261,Normal Usage
2025-03-28 07:00:00,39,2025-03-28,7,False,46.56145826550766,Normal Usage
2025-03-28 08:00:00,46,2025-03-28,8,False,62.19506956657839,Normal Usage
2025-03-28 09:00:00,50,2025-03-28,9,False,61.0797077821444,Normal Usage
2025-03-28 10:00:00,56,2025-03-28,10,False,63.61833179398707,Normal Usage
2025-03-28 11:00:00,52,2025-03-28,11,False,64.46536275911781,Normal Usage
2025-03-28 12:00:00,54,2025-03-28,12,False,63.325147987723,Normal Usage
2025-03-28 13:00:00,48,2025-03-28,13,False,62.57862142527722,Normal Usage
2025-03-28 14:00:00,54,2025-03-28,14,False,64.97666925335606,Normal Usage
2025-03-28 15:00:00,53,2025-03-28,15,False,906.0594083411596,Normal Usage
2025-03-28 16:00:00,49,2025-03-28,16,False,64.06093215483007,Normal Usage
2025-03-28 17:00:00,51,2025-03-28,17,False,1445.9603604752615,Normal Usage
2025-03-28 18:00:00,53,2025-03-28,18,False,2198.9645210180206,Normal Usage
2025-03-28 19:00:00,50,2025-03-28,19,False,711.8597191126896,Normal Usage
2025-03-28 20:00:00,44,2025-03-28,20,False,52.05023359070943,Normal Usage
2025-03-28 21:00:00,34,2025-03-28,21,False,38.52693265823364,Normal Usage
2025-03-28 22:00:00,30,2025-03-28,22,False,36.174392184011566,Normal Usage
2025-03-28 23:00:00,30,2025-03-28,23,False,35.44222166638872,Normal Usage
2025-03-29 00:00:00,29,2025-03-29,0,False,35.8825705472861,Normal Usage
2025-03-29 01:00:00,30,2025-03-29,1,False,36.70538971576728,Normal Usage
2025-03-29 02:00:00,31,2025-03-29,2,False,39.17137165600636,Normal Usage
2025-03-29 03:00:00,30,2025-03-29,3,False,38.88948975429437,Normal Usage
2025-03-29 04:00:00,29,2025-03-29,4,False,37.09715762238964,Normal Usage
2025-03-29 05:00:00,30,2025-03-29,5,False,37.569636012478384,Normal Usage
2025-03-29 06:00:00,30,2025-03-29,6,False,36.35081562625261,Normal Usage
2025-03-29 07:00:00,32,2025-03-29,7,False,46.56145826550766,Normal Usage
2025-03-29 08:00:00,43,2025-03-29,8,False,62.19506956657839,Normal Usage
2025-03-29 09:00:00,44,2025-03-29,9,False,61.0797077821444,Normal Usage
2025-03-29 10:00:00,41,2025-03-29,10,False,63.61833179398707,Normal Usage
2025-03-29 11:00:00,43,2025-03-29,11,False,64.46536275911781,Normal Usage
2025-03-29 12:00:00,45,2025-03-29,12,False,63.325147987723,Normal Usage
2025-03-29 13:00:00,40,2025-03-29,13,False,62.57862142527722,Normal Usage
2025-03-29 14:00:00,41,2025-03-29,14,False,64.97666925335606,Normal Usage
2025-03-29 15:00:00,37,2025-03-29,15,False,906.0594083411596,Normal Usage
2025-03-29 16:00:00,41,2025-03-29,16,False,64.06093215483007,Normal Usage
2025-03-29 17:00:00,39,2025-03-29,17,False,1445.9603604752615,Normal Usage
2025-03-29 18:00:00,40,2025-03-29,18,False,2198.9645210180206,Normal Usage
2025-03-29 19:00:00,36,2025-03-29,19,False,711.8597191126896,Normal Usage
2025-03-29 20:00:00,37,2025-03-29,20,False,52.05023359070943,Normal Usage
2025-03-29 21:00:00,29,2025-03-29,21,False,38.52693265823364,Normal Usage
2025-03-29 22:00:00,29,2025-03-29,22,False,36.174392184011566,Normal Usage
2025-03-29 23:00:00,30,2025-03-29,23,False,35.44222166638872,Normal Usage
2025-03-30 00:00:00,29,2025-03-30,0,False,35.8825705472861,Normal Usage
2025-03-30 01:00:00,28,2025-03-30,1,False,36.70538971576728,Normal Usage
2025-03-30 03:00:00,31,2025-03-30,3,False,38.88948975429437,Normal Usage
2025-03-30 04:00:00,29,2025-03-30,4,False,37.09715762238964,Normal Usage
2025-03-30 05:00:00,29,2025-03-30,5,False,37.569636012478384,Normal Usage
2025-03-30 06:00:00,30,2025-03-30,6,False,36.35081562625261,Normal Usage
2025-03-30 07:00:00,29,2025-03-30,7,False,46.56145826550766,Normal Usage
2025-03-30 08:00:00,31,2025-03-30,8,False,62.19506956657839,Normal Usage
2025-03-30 09:00:00,32,2025-03-30,9,False,61.0797077821444,Normal Usage
2025-03-30 10:00:00,34,2025-03-30,10,False,63.61833179398707,Normal Usage
2025-03-30 11:00:00,36,2025-03-30,11,False,64.46536275911781,Normal Usage
2025-03-30 12:00:00,37,2025-03-30,12,False,63.325147987723,Normal Usage
2025-03-30 13:00:00,36,2025-03-30,13,False,62.57862142527722,Normal Usage
2025-03-30 14:00:00,37,2025-03-30,14,False,64.97666925335606,Normal Usage
2025-03-30 15:00:00,37,2025-03-30,15,False,906.0594083411596,Normal Usage
2025-03-30 16:00:00,38,2025-03-30,16,False,64.06093215483007,Normal Usage
2025-03-30 17:00:00,39,2025-03-30,17,False,1445.9603604752615,Normal Usage
2025-03-30 18:00:00,43,2025-03-30,18,False,2198.9645210180206,Normal Usage
2025-03-30 19:00:00,38,2025-03-30,19,False,711.8597191126896,Normal Usage
2025-03-30 20:00:00,36,2025-03-30,20,False,52.05023359070943,Normal Usage
2025-03-30 21:00:00,30,2025-03-30,21,False,38.52693265823364,Normal Usage
2025-03-30 22:00:00,29,2025-03-30,22,False,36.174392184011566,Normal Usage
2025-03-30 23:00:00,30,2025-03-30,23,False,35.44222166638872,Normal Usage
2025-03-31 00:00:00,28,2025-03-31,0,False,35.8825705472861,Normal Usage
2025-03-31 01:00:00,29,2025-03-31,1,False,36.70538971576728,Normal Usage
2025-03-31 02:00:00,29,2025-03-31,2,False,39.17137165600636,Normal Usage
2025-03-31 03:00:00,31,2025-03-31,3,False,38.88948975429437,Normal Usage
2025-03-31 04:00:00,29,2025-03-31,4,False,37.09715762238964,Normal Usage
2025-03-31 05:00:00,30,2025-03-31,5,False,37.569636012478384,Normal Usage
2025-03-31 06:00:00,31,2025-03-31,6,False,36.35081562625261,Normal Usage
2025-03-31 07:00:00,42,2025-03-31,7,False,46.56145826550766,Normal Usage
2025-03-31 08:00:00,50,2025-03-31,8,False,62.19506956657839,Normal Usage
2025-03-31 09:00:00,51,2025-03-31,9,False,61.0797077821444,Normal Usage
2025-03-31 10:00:00,52,2025-03-31,10,False,63.61833179398707,Normal Usage
2025-03-31 11:00:00,49,2025-03-31,11,False,64.46536275911781,Normal Usage
2025-03-31 12:00:00,53,2025-03-31,12,False,63.325147987723,Normal Usage
2025-03-31 13:00:00,57,2025-03-31,13,False,62.57862142527722,Normal Usage
2025-03-31 14:00:00,52,2025-03-31,14,False,64.97666925335606,Normal Usage
2025-03-31 15:00:00,652,2025-03-31,15,True,906.0594083411596,Normal Usage
2025-03-31 16:00:00,50,2025-03-31,16,False,64.06093215483007,Normal Usage
2025-03-31 17:00:00,1221,2025-03-31,17,True,1445.9603604752615,Normal Usage
2025-03-31 18:00:00,50,2025-03-31,18,False,2198.9645210180206,Normal Usage
2025-03-31 19:00:00,52,2025-03-31,19,False,711.8597191126896,Normal Usage
2025-03-31 20:00:00,46,2025-03-31,20,False,52.05023359070943,Normal Usage
2025-03-31 21:00:00,34,2025-03-31,21,False,38.52693265823364,Normal Usage
2025-03-31 22:00:00,30,2025-03-31,22,False,36.174392184011566,Normal Usage
2025-03-31 23:00:00,30,2025-03-31,23,False,35.44222166638872,Normal Usage
2025-04-01 00:00:00,29,2025-04-01,0,False,35.8825705472861,Normal Usage
2025-04-01 01:00:00,30,2025-04-01,1,False,36.70538971576728,Normal Usage
2025-04-01 02:00:00,29,2025-04-01,2,False,39.17137165600636,Normal Usage
2025-04-01 03:00:00,30,2025-04-01,3,False,38.88948975429437,Normal Usage
2025-04-01 04:00:00,29,2025-04-01,4,False,37.09715762238964,Normal Usage
2025-04-01 05:00:00,29,2025-04-01,5,False,37.569636012478384,Normal Usage
2025-04-01 06:00:00,30,2025-04-01,6,False,36.35081562625261,Normal Usage
2025-04-01 07:00:00,40,2025-04-01,7,False,46.56145826550766,Normal Usage
2025-04-01 08:00:00,50,2025-04-01,8,False,62.19506956657839,Normal Usage
2025-04-01 09:00:00,49,2025-04-01,9,False,61.0797077821444,Normal Usage
2025-04-01 10:00:00,52,2025-04-01,10,False,63.61833179398707,Normal Usage
2025-04-01 11:00:00,52,2025-04-01,11,False,64.46536275911781,Normal Usage
2025-04-01 12:00:00,56,2025-04-01,12,False,63.325147987723,Normal Usage
2025-04-01 13:00:00,49,2025-04-01,13,False,62.57862142527722,Normal Usage
2025-04-01 14:00:00,48,2025-04-01,14,False,64.97666925335606,Normal Usage
2025-04-01 15:00:00,53,2025-04-01,15,False,906.0594083411596,Normal Usage
2025-04-01 16:00:00,53,2025-04-01,16,False,64.06093215483007,Normal Usage
2025-04-01 17:00:00,56,2025-04-01,17,False,1445.9603604752615,Normal Usage
2025-04-01 18:00:00,1538,2025-04-01,18,True,2198.9645210180206,Normal Usage
2025-04-01 19:00:00,50,2025-04-01,19,False,711.8597191126896,Normal Usage
2025-04-01 20:00:00,44,2025-04-01,20,False,52.05023359070943,Normal Usage
2025-04-01 21:00:00,35,2025-04-01,21,False,38.52693265823364,Normal Usage
2025-04-01 22:00:00,30,2025-04-01,22,False,36.174392184011566,Normal Usage
2025-04-01 23:00:00,29,2025-04-01,23,False,35.44222166638872,Normal Usage
2025-04-02 00:00:00,29,2025-04-02,0,False,35.8825705472861,Normal Usage
2025-04-02 01:00:00,29,2025-04-02,1,False,36.70538971576728,Normal Usage
2025-04-02 02:00:00,28,2025-04-02,2,False,39.17137165600636,Normal Usage
2025-04-02 03:00:00,31,2025-04-02,3,False,38.88948975429437,Normal Usage
2025-04-02 04:00:00,30,2025-04-02,4,False,37.09715762238964,Normal Usage
2025-04-02 05:00:00,28,2025-04-02,5,False,37.569636012478384,Normal Usage
2025-04-02 06:00:00,31,2025-04-02,6,False,36.35081562625261,Normal Usage
2025-04-02 07:00:00,41,2025-04-02,7,False,46.56145826550766,Normal Usage
2025-04-02 08:00:00,50,2025-04-02,8,False,62.19506956657839,Normal Usage
2025-04-02 09:00:00,53,2025-04-02,9,False,61.0797077821444,Normal Usage
2025-04-02 10:00:00,52,2025-04-02,10,False,63.61833179398707,Normal Usage
2025-04-02 11:00:00,56,2025-04-02,11,False,64.46536275911781,Normal Usage
